episode,loss,reward,policy_loss,value_loss,entropy,kl,n_ppo_updates,wall_time
270,0.000815,0.786554,0.000082,0.006290,0.241807,0.003141,10,2381.486991
271,0.000604,0.841736,-0.000141,0.007075,0.242416,0.003626,6,2385.230312
272,0.000506,0.867382,-0.000110,0.002333,0.242871,0.004643,6,2389.207002
273,0.000477,0.875222,0.000076,0.001060,0.243669,0.004101,12,2393.425243
274,0.000525,0.862471,-0.000074,0.000505,0.245309,0.003435,21,2398.265522
275,0.000501,0.868784,-0.000068,0.000331,0.246910,0.002759,10,2403.437292
276,0.000538,0.858999,-0.000001,0.000780,0.248250,0.001855,15,2408.542455
277,0.000613,0.839451,-0.000378,0.001746,0.249508,0.003683,8,2413.276622
278,0.000509,0.866756,-0.000062,0.000501,0.251461,0.003435,30,2418.600385
279,0.000559,0.853716,0.000101,0.000416,0.253493,0.003545,12,2423.312935
280,0.000629,0.835254,0.000076,0.000946,0.254618,0.003922,10,2427.944383
281,0.000610,0.840217,-0.000059,0.000763,0.255735,0.003708,12,2432.154558
282,0.000922,0.758443,-0.000499,0.019205,0.256539,0.006106,4,2436.200667
283,0.000649,0.830166,-0.000041,0.002182,0.257104,0.004279,9,2440.148097
284,0.000890,0.766984,0.000207,0.003874,0.257916,0.001931,10,2443.863671
285,0.000814,0.786801,-0.000103,0.002885,0.258868,0.002146,13,2447.878856
286,0.000797,0.791370,0.000173,0.004081,0.259673,0.002846,7,2451.682227
287,0.000687,0.820217,0.000277,0.001381,0.260131,0.004144,6,2455.568379
288,0.000620,0.837775,-0.000125,0.000569,0.261049,0.002336,15,2459.759602
289,0.000760,0.800878,-0.000222,0.001614,0.263567,0.004889,30,2463.863729
290,0.000806,0.789072,0.000058,0.001055,0.265536,0.002669,8,2467.881487
291,0.000677,0.822617,0.000065,0.000610,0.267013,0.004691,22,2472.374972
292,0.000731,0.808694,-0.000263,0.002182,0.268476,0.003092,6,2476.524772
293,0.000711,0.813847,0.000228,0.000703,0.269066,0.005010,6,2480.699928
294,0.000932,0.755876,-0.000661,0.005984,0.269628,0.003937,5,2484.991340
295,0.000681,0.821579,0.000101,0.002477,0.270143,0.006469,5,2489.162967
296,0.000964,0.747495,-0.000413,0.012913,0.270643,0.003909,5,2492.944026
297,0.000727,0.809719,0.000265,0.002065,0.271496,0.005485,14,2497.107392
298,0.000891,0.766747,-0.000714,0.008135,0.272686,0.002592,9,2501.115679
