episode,loss,reward,policy_loss,value_loss,entropy,kl,n_ppo_updates,wall_time
297,0.180266,0.330066,0.000083,0.002987,-1.844531,0.002934,21,1502.448800
298,0.171152,0.339180,-0.000092,0.000962,-1.842074,0.000455,30,1507.578733
299,0.181845,0.328486,0.000033,0.000563,-1.839040,0.000455,30,1512.622939
300,0.151629,0.358703,-0.000206,0.001890,-1.836062,0.002698,29,1517.701001
301,0.197381,0.312951,0.000019,0.001148,-1.833178,0.000354,30,1522.854596
302,0.169001,0.341331,-0.000080,0.000631,-1.830320,0.000844,30,1527.955330
303,0.174305,0.336027,-0.000143,0.000800,-1.827478,0.002300,30,1532.997234
304,0.215561,0.294771,-0.000188,0.001659,-1.824531,0.002869,30,1538.038499
305,0.179419,0.330913,0.000051,0.000971,-1.821592,0.002181,30,1543.022277
306,0.280822,0.229510,0.000004,0.009985,-1.819353,0.002692,16,1547.877844
307,0.178148,0.332184,-0.000130,0.005005,-1.817584,0.004603,22,1552.797713
308,0.262157,0.248175,-0.000048,0.002250,-1.815565,0.002419,20,1557.822619
309,0.190829,0.319503,-0.000085,0.003987,-1.813088,0.000790,30,1562.934769
310,0.213362,0.296970,-0.000251,0.000850,-1.810227,0.002930,24,1568.147338
311,0.202981,0.307351,-0.000116,0.000818,-1.807442,0.000372,30,1573.347009
312,0.195873,0.314459,-0.000031,0.001642,-1.804519,0.001411,30,1578.365240
313,0.220514,0.289817,-0.000133,0.000818,-1.801662,0.000198,30,1583.475330
314,0.200006,0.310326,0.000083,0.001843,-1.798674,0.001865,30,1588.503701
315,0.156991,0.353341,0.000169,0.001295,-1.795677,0.000323,30,1593.603254
316,0.217225,0.293107,-0.000047,0.001692,-1.792689,0.001677,30,1598.818105
317,0.169951,0.340381,0.000089,0.001273,-1.789729,0.000187,30,1603.907167
318,0.178891,0.331441,0.000068,0.001395,-1.786731,0.002331,30,1609.020914
319,0.205967,0.304364,-0.000135,0.001480,-1.783889,0.000882,30,1614.117227
320,0.178765,0.331567,-0.000156,0.002317,-1.781684,0.003213,18,1619.157449
321,0.270548,0.239784,0.000143,0.003702,-1.779514,0.000384,30,1624.263434
322,0.211693,0.298639,-0.000165,0.002755,-1.776494,0.002931,30,1629.371384
323,0.158086,0.352246,-0.000098,0.001211,-1.773422,0.002597,30,1634.446681
324,0.202917,0.307415,-0.000104,0.001652,-1.770407,0.000655,30,1639.618573
325,0.208075,0.302256,-0.000116,0.001707,-1.767323,0.003014,30,1644.789714
326,0.191999,0.318333,-0.000185,0.001544,-1.764367,0.002199,30,1649.875113
327,0.189383,0.320949,-0.000015,0.001155,-1.761312,0.001304,30,1654.915601
328,0.220918,0.289413,0.000030,0.000944,-1.758304,0.000593,30,1660.012482
329,0.200759,0.309573,-0.000053,0.001350,-1.755342,0.000552,30,1665.185952
330,0.175532,0.334800,-0.000002,0.000951,-1.752330,0.000184,30,1670.265166
331,0.177333,0.332999,-0.000017,0.000617,-1.749336,0.000374,30,1675.434430
332,0.191090,0.319241,-0.000028,0.001190,-1.746326,0.000462,30,1680.480195
333,0.178344,0.331988,-0.000112,0.001032,-1.743350,0.000327,30,1685.604196
334,0.173762,0.336569,-0.000037,0.000436,-1.740374,0.000340,30,1690.700614
