episode,loss,reward,policy_loss,value_loss,entropy,kl,n_ppo_updates,wall_time
296,0.001542,0.002242,-0.000002,0.000000,-1.696950,0.000225,30,1428.943468
297,0.001519,0.002266,-0.000000,0.000000,-1.693953,0.000203,30,1433.944918
298,0.001434,0.002350,-0.000000,0.000000,-1.690953,0.000012,30,1438.953444
299,0.001486,0.002299,0.000000,0.000000,-1.687950,0.000012,30,1443.931287
300,0.001498,0.002286,0.000000,0.000000,-1.684953,0.000031,30,1448.846669
301,0.001331,0.002453,0.000000,0.000000,-1.681954,0.000029,30,1453.846605
302,0.001425,0.002359,-0.000000,0.000000,-1.678957,0.000276,30,1458.786384
303,0.001485,0.002300,-0.000000,0.000000,-1.675960,0.000129,30,1463.732117
304,0.001416,0.002368,0.000000,0.000000,-1.672963,0.000036,30,1468.638522
305,0.001284,0.002500,0.000001,0.000000,-1.669965,0.000032,30,1473.616762
306,0.001411,0.002373,-0.000001,0.000000,-1.666966,0.000501,30,1478.529953
307,0.001430,0.002355,-0.000002,0.000000,-1.663965,0.000158,30,1483.614162
308,0.001319,0.002465,-0.000000,0.000000,-1.660967,0.000313,30,1489.067599
309,0.001496,0.002288,-0.000000,0.000000,-1.657970,0.000021,30,1494.476009
310,0.001508,0.002276,0.000000,0.000000,-1.654973,0.000074,30,1499.440300
311,0.001532,0.002252,0.000001,0.000000,-1.651976,0.000037,30,1504.685807
312,0.001268,0.002516,0.000001,0.000000,-1.648975,0.000013,30,1509.605458
313,0.001383,0.002401,-0.000001,0.000000,-1.645974,0.000074,30,1514.652069
314,0.001345,0.002439,-0.000000,0.000000,-1.642977,0.000018,30,1519.586828
315,0.001447,0.002338,-0.000001,0.000000,-1.639980,0.000076,30,1524.574029
316,0.001398,0.002386,0.000000,0.000000,-1.636982,0.000188,30,1529.562656
317,0.001454,0.002330,0.000000,0.000000,-1.633982,0.000100,30,1534.626804
318,0.001598,0.002186,-0.000001,0.000000,-1.630985,0.000199,30,1540.039021
319,0.001552,0.002232,0.000000,0.000000,-1.627989,0.000023,30,1545.297784
320,0.001387,0.002397,0.000000,0.000000,-1.624990,0.000110,30,1550.492305
321,0.001530,0.002254,-0.000000,0.000000,-1.621989,0.000166,30,1555.698775
322,0.001452,0.002332,-0.000002,0.000000,-1.618992,0.000265,30,1560.970796
323,0.001533,0.002251,-0.000001,0.000000,-1.615993,0.000029,30,1566.821427
324,0.001497,0.002287,-0.000001,0.000000,-1.612991,0.000006,30,1572.171642
325,0.001615,0.002169,0.000001,0.000000,-1.609993,0.000044,30,1577.431839
326,0.001725,0.002059,0.000001,0.000000,-1.606990,0.000058,30,1582.868398
327,0.001555,0.002229,-0.000001,0.000000,-1.603988,0.000193,30,1588.308369
328,0.001537,0.002247,-0.000001,0.000000,-1.600990,0.000611,30,1594.053883
329,0.001530,0.002254,0.000000,0.000000,-1.597993,0.000124,30,1599.529897
330,0.001529,0.002256,0.000000,0.000000,-1.594996,0.000059,30,1605.669253
