episode,loss,reward,policy_loss,value_loss,entropy,kl,n_ppo_updates,lr,wall_time
608,0.000974,0.744900,-0.000527,0.001119,0.108883,0.005070,3,0.000079,2812.127620
609,0.000960,0.748722,0.000203,0.001337,0.108762,0.007621,4,0.000079,2817.361811
610,0.000941,0.753687,0.000002,0.000575,0.108762,0.004010,6,0.000079,2822.897607
611,0.001022,0.732308,-0.000391,0.000704,0.108956,0.005282,4,0.000079,2828.129663
612,0.001011,0.735140,-0.000203,0.000811,0.109140,0.005912,5,0.000079,2833.282703
613,0.001010,0.735523,-0.000086,0.000959,0.109225,0.003194,12,0.000079,2838.469629
614,0.000972,0.745410,-0.000032,0.000537,0.109149,0.004665,7,0.000079,2844.085205
615,0.000936,0.754890,0.000104,0.000349,0.109005,0.005097,7,0.000079,2849.198311
616,0.000952,0.750805,-0.000214,0.000792,0.108881,0.005173,6,0.000079,2854.092385
617,0.000916,0.760120,0.000059,0.000190,0.108811,0.004759,7,0.000079,2859.228303
618,0.000923,0.758250,-0.000046,0.000159,0.109055,0.004408,23,0.000078,2864.578215
619,0.000981,0.743051,0.000036,0.001855,0.109450,0.002912,11,0.000078,2869.809194
620,0.001052,0.724655,0.000155,0.003334,0.109486,0.005008,5,0.000078,2874.941352
621,0.000995,0.739376,-0.000127,0.004101,0.109622,0.004407,5,0.000078,2879.657659
622,0.000939,0.754114,-0.000252,0.001025,0.109766,0.003066,10,0.000078,2884.898809
623,0.000973,0.745311,-0.000409,0.001690,0.109665,0.006248,4,0.000078,2890.066506
624,0.001037,0.728371,0.000011,0.003987,0.109476,0.004525,4,0.000078,2895.139635
625,0.001266,0.668616,-0.000776,0.005353,0.109364,0.003599,10,0.000078,2899.944290
626,0.000970,0.745881,0.000134,0.009088,0.109472,0.009483,4,0.000078,2904.815018
627,0.000911,0.761508,-0.000043,0.009060,0.109638,0.005890,3,0.000078,2910.144045
628,0.000986,0.741886,-0.000201,0.002572,0.109644,0.004507,5,0.000078,2915.152320
629,0.001042,0.727059,-0.000800,0.002684,0.109338,0.015796,3,0.000078,2919.981380
630,0.000949,0.751611,-0.000682,0.000728,0.109033,0.018540,3,0.000078,2925.190719
631,0.001003,0.737427,-0.000383,0.002448,0.108790,0.006758,2,0.000078,2930.288586
632,0.000909,0.762099,0.000009,0.000325,0.108578,0.008370,2,0.000078,2935.519712
633,0.001078,0.717691,0.000217,0.005399,0.108373,0.012380,3,0.000077,2940.806282
634,0.001048,0.725514,-0.000344,0.002513,0.108347,0.005555,4,0.000077,2946.098136
635,0.001040,0.727590,-0.000665,0.000478,0.108576,0.010024,3,0.000077,2951.359491
636,0.000958,0.749137,-0.000048,0.001251,0.108837,0.015876,3,0.000077,2956.665876
637,0.000995,0.739464,0.000090,0.003307,0.109097,0.014371,3,0.000077,2961.985087
638,0.001052,0.724499,0.000065,0.002219,0.109382,0.006232,12,0.000077,2967.202182
639,0.000963,0.747851,-0.000193,0.000745,0.109342,0.007555,4,0.000077,2972.161951
640,0.000995,0.739467,0.000062,0.000832,0.109193,0.004899,3,0.000077,2977.568840
641,0.000954,0.750153,0.000066,0.000661,0.109079,0.005422,5,0.000077,2982.613008
642,0.000955,0.749990,-0.000066,0.000745,0.109063,0.004052,7,0.000077,2987.675966
643,0.000895,0.765539,0.000052,0.000230,0.109282,0.004116,16,0.000077,2992.451969
644,0.000955,0.749905,-0.000085,0.000561,0.109421,0.003872,6,0.000077,2997.640318
645,0.000957,0.749348,0.000138,0.001738,0.109518,0.004482,8,0.000077,3002.746362
646,0.001021,0.732670,-0.000641,0.002785,0.109713,0.010369,4,0.000077,3007.512872
647,0.001101,0.711819,-0.000670,0.007577,0.109910,0.006677,5,0.000077,3012.263690
648,0.000977,0.744176,0.000241,0.001222,0.109992,0.004434,9,0.000076,3017.321215
649,0.000962,0.748179,-0.000409,0.001151,0.109909,0.004876,5,0.000076,3022.399739
650,0.000969,0.746332,-0.000160,0.000296,0.109750,0.008432,4,0.000076,3027.471747
651,0.000939,0.753995,0.000153,0.001015,0.109595,0.005185,3,0.000076,3032.285455
652,0.000893,0.766064,0.000034,0.000162,0.109471,0.004366,3,0.000076,3037.640352
653,0.000910,0.761638,0.000249,0.000522,0.109379,0.004385,4,0.000076,3042.762864
654,0.000996,0.739272,0.000037,0.002807,0.109377,0.003341,7,0.000076,3047.782394
655,0.001020,0.732864,-0.000101,0.000792,0.109540,0.005580,4,0.000076,3052.785166
656,0.001083,0.716479,-0.000962,0.003120,0.109694,0.004182,4,0.000076,3058.016928
657,0.000969,0.746173,-0.000122,0.001042,0.109830,0.010372,3,0.000076,3062.908505
658,0.000944,0.752677,0.000009,0.001433,0.109962,0.005793,3,0.000076,3067.767466
659,0.000971,0.745832,0.000039,0.001272,0.110088,0.005450,4,0.000076,3072.494900
660,0.001168,0.694107,-0.000418,0.009791,0.110086,0.005506,4,0.000076,3077.107053
661,0.000928,0.757103,0.000076,0.001024,0.109937,0.006647,3,0.000076,3082.280112
662,0.001026,0.731351,-0.000189,0.001021,0.109785,0.006034,4,0.000076,3087.421880
663,0.000989,0.741133,-0.000170,0.000761,0.109740,0.004034,19,0.000075,3092.423204
664,0.001209,0.683513,-0.000344,0.011402,0.109918,0.003913,4,0.000075,3097.774215
665,0.000955,0.749843,0.000050,0.000980,0.109955,0.004615,5,0.000075,3103.045873
666,0.000928,0.756999,0.000097,0.002630,0.110051,0.004775,5,0.000075,3108.044452
667,0.001045,0.726306,-0.000425,0.004502,0.110148,0.003369,6,0.000075,3112.719417
668,0.000917,0.759834,-0.000280,0.000537,0.110141,0.006049,4,0.000075,3117.744703
669,0.000962,0.748109,-0.000146,0.000300,0.110017,0.007560,3,0.000075,3122.797007
670,0.000978,0.743907,0.000236,0.000386,0.109881,0.007810,3,0.000075,3127.941393
671,0.000970,0.745923,-0.000011,0.000255,0.109768,0.007352,4,0.000075,3132.980361
672,0.001020,0.732875,-0.000351,0.001247,0.109791,0.003720,6,0.000075,3138.163203
673,0.001059,0.722721,0.000292,0.002779,0.109978,0.004257,3,0.000075,3143.264277
674,0.000971,0.745637,-0.000199,0.001212,0.110118,0.007190,3,0.000075,3147.807056
675,0.000947,0.752053,0.000099,0.000966,0.110269,0.006126,5,0.000075,3152.707904
676,0.001093,0.713718,-0.000085,0.001564,0.110312,0.004568,6,0.000075,3157.352787
677,0.001590,0.583666,-0.003528,0.057683,0.110197,0.006269,5,0.000075,3161.970469
678,0.000962,0.748208,0.000047,0.007137,0.110197,0.014476,3,0.000074,3166.893275
679,0.000898,0.764813,-0.000208,0.012433,0.110253,0.017207,3,0.000074,3171.991013
680,0.000907,0.762458,0.000088,0.009673,0.110328,0.015297,3,0.000074,3176.900149
681,0.000958,0.749166,0.000017,0.002562,0.110263,0.005657,7,0.000074,3182.007675
682,0.000887,0.767823,-0.000618,0.000422,0.109955,0.012761,3,0.000074,3186.855489
683,0.000937,0.754675,-0.000205,0.001034,0.109729,0.006299,2,0.000074,3191.682309
684,0.000944,0.752808,-0.000576,0.002129,0.109509,0.011210,2,0.000074,3196.634475
685,0.000927,0.757143,-0.000085,0.001337,0.109270,0.012820,2,0.000074,3201.644755
686,0.001029,0.730542,-0.000411,0.004594,0.109068,0.006473,2,0.000074,3206.955502
687,0.000956,0.749633,0.000385,0.002257,0.108919,0.009124,3,0.000074,3212.072722
688,0.001002,0.737523,-0.000716,0.003059,0.108943,0.005309,5,0.000074,3217.464954
689,0.000891,0.766766,-0.000450,0.000815,0.109207,0.007836,2,0.000074,3222.371106
690,0.001063,0.721752,-0.000366,0.004040,0.109455,0.013470,2,0.000074,3227.249367
691,0.001018,0.733342,-0.000425,0.003613,0.109679,0.008294,2,0.000074,3232.148875
692,0.000961,0.748308,0.000328,0.001971,0.109892,0.011320,3,0.000074,3236.771533
693,0.001017,0.733781,-0.000252,0.002163,0.110079,0.004638,11,0.000073,3241.270571
694,0.000911,0.761337,-0.000086,0.000952,0.109969,0.009023,4,0.000073,3245.367610
695,0.000924,0.757961,-0.000139,0.000414,0.109834,0.004836,3,0.000073,3249.561284
696,0.001020,0.732851,-0.000181,0.009828,0.109690,0.008176,4,0.000073,3253.727651
697,0.000983,0.742652,0.000100,0.001591,0.109475,0.005431,9,0.000073,3257.830126
698,0.000993,0.740037,-0.000086,0.000392,0.109449,0.004128,4,0.000073,3261.995002
699,0.000908,0.762195,0.000035,0.001056,0.109588,0.007945,4,0.000073,3265.962896
700,0.000924,0.758102,0.000161,0.001692,0.109713,0.003880,10,0.000073,3269.847351
